siparis_id,qr_masa_id,tarih_saat,gun,saat,ay,hafta_sonu,ozel_gun,yas_grubu,kisi_sayisi,hava_durumu,sicaklik_c,toplam_tutar,ikram_var,iptal_var,urun_sayisi,siparis_icerigi
ORD-00664,QR-M19,2026-03-14 11:33,Saturday,11,3,1,,25-34,5,Serin,10,1000.0,0,0,9,"1 Künefe, 1 Şalgam, 2 Çay (Bardak), 2 Sucuklu Yumurta, 3 Simit"
ORD-00909,QR-M17,2026-03-14 11:55,Saturday,11,3,1,,45-54,4,Serin,10,1655.0,1,0,6,"1 İçli Köfte, 1 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 3 Kiremitte Menemen"
ORD-01955,QR-M05,2026-03-14 11:56,Saturday,11,3,1,,35-44,1,Yağmurlu,8,430.0,0,0,2,"1 İçli Köfte, 1 Kiremitte Menemen"
ORD-01289,QR-M17,2026-03-14 12:15,Saturday,12,3,1,,45-54,3,Soğuk/Karlı,2,810.0,0,0,7,"1 Lahmacun, 1 Kıymalı Pide, 1 Kaşarlı Pide, 1 Yayla Çorbası, 2 Çoban Salata, 1 Havuç Dilimi Baklava"
ORD-00628,QR-M06,2026-03-14 12:51,Saturday,12,3,1,,35-44,2,Serin,10,375.0,0,0,4,"1 Lahmacun, 1 Çiğ Köfte Dürüm, 1 Çoban Salata, 1 İçli Köfte"
ORD-01126,QR-M13,2026-03-14 13:01,Saturday,13,3,1,,35-44,2,Güneşli,22,460.0,0,0,3,"1 İskender Kebap, 1 Çiğ Köfte Dürüm, 1 Şıra"
ORD-01991,QR-M16,2026-03-14 13:16,Saturday,13,3,1,,25-34,3,Güneşli,22,285.0,0,0,5,"3 Lahmacun, 2 Ayran"
ORD-00914,QR-M20,2026-03-14 13:24,Saturday,13,3,1,,25-34,2,Güneşli,22,730.0,0,0,4,"1 İskender Kebap, 1 Tavuk Şiş, 1 İçli Köfte, 1 Şıra"
ORD-01945,QR-M06,2026-03-14 13:44,Saturday,13,3,1,,55+,3,Bulutlu,15,745.0,0,0,8,"1 İskender Kebap, 1 Lahmacun, 1 Çiğ Köfte Dürüm, 1 Mercimek Çorbası, 1 Çoban Salata, 1 Ayran, 1 Su (500ml), 1 Çay (Bardak)"
ORD-01269,QR-M11,2026-03-14 13:59,Saturday,13,3,1,,45-54,4,Güneşli,22,1530.0,0,0,15,"1 Urfa Kebap, 2 Tavuk Şiş, 1 Lahmacun, 1 Çiğ Köfte Dürüm, 1 Mercimek Çorbası, 2 Çoban Salata, 1 Ezme, 3 Ayran, 3 Şalgam"
ORD-01135,QR-M12,2026-03-14 14:33,Saturday,14,3,1,,18-24,3,Serin,10,800.0,0,0,9,"1 Lahmacun, 1 Sigara Böreği, 1 Fırın Sütlaç, 2 Profiterol, 2 Ayran, 2 Türk Kahvesi"
ORD-01041,QR-M09,2026-03-14 14:48,Saturday,14,3,1,,55+,4,Bulutlu,15,935.0,0,0,9,"1 Mevsim Salata, 1 Havuç Dilimi Baklava, 1 Künefe, 1 Fırın Sütlaç, 1 Profiterol, 2 Çay (Bardak), 2 Türk Kahvesi"
ORD-00495,QR-M16,2026-03-14 15:50,Saturday,15,3,1,,18-24,6,Bulutlu,15,730.0,0,0,8,"1 Havuç Dilimi Baklava, 1 Profiterol, 1 Tiramisu, 1 Ayran, 1 Kola, 1 Çay (Bardak), 2 Türk Kahvesi"
ORD-00403,QR-M03,2026-03-14 16:11,Saturday,16,3,1,,35-44,2,Serin,10,455.0,0,0,4,"1 Lahmacun, 1 Mercimek Çorbası, 1 Profiterol, 1 Katmer"
ORD-01376,QR-M12,2026-03-14 17:40,Saturday,17,3,1,,25-34,4,Yağmurlu,8,750.0,0,0,9,"1 Lahmacun, 2 Kıymalı Pide, 1 Yayla Çorbası, 1 İçli Köfte, 3 Ayran, 1 Türk Kahvesi"
ORD-01325,QR-M16,2026-03-14 18:41,Saturday,18,3,1,,55+,4,Serin,10,520.0,0,0,7,"2 İçli Köfte, 1 Fırın Sütlaç, 3 Çay (Bardak), 1 Türk Kahvesi"
ORD-00436,QR-M12,2026-03-14 19:16,Saturday,19,3,1,,25-34,4,Bulutlu,15,875.0,0,0,7,"1 Adana Kebap, 1 Tavuk Şiş, 2 Kıymalı Pide, 2 Ayran, 1 Çay (Bardak)"
ORD-00094,QR-M02,2026-03-14 20:05,Saturday,20,3,1,,55+,2,Yağmurlu,8,555.0,0,0,4,"1 İskender Kebap, 1 Kıymalı Pide, 1 Ayran, 1 Şıra"
ORD-01635,QR-M03,2026-03-14 20:33,Saturday,20,3,1,,25-34,6,Serin,10,2410.0,0,0,17,"1 İskender Kebap, 2 Karışık Izgara, 1 Beyti Kebabı, 1 Lahmacun, 2 Kıymalı Pide, 1 Gavurdağı Salata, 1 Künefe, 3 Ayran, 3 Şıra, 2 Çay (Bardak)"
ORD-00223,QR-M10,2026-03-14 20:46,Saturday,20,3,1,,55+,4,Güneşli,22,1300.0,0,0,10,"1 Karışık Izgara, 1 Tavuk Şiş, 2 Kaşarlı Pide, 2 Yayla Çorbası, 1 Mevsim Salata, 3 Ayran"
ORD-00939,QR-M11,2026-03-14 22:28,Saturday,22,3,1,,45-54,1,Yağmurlu,8,640.0,0,0,5,"1 Urfa Kebap, 1 Kıymalı Pide, 1 Yayla Çorbası, 1 Ezme, 1 Ayran"
ORD-00907,QR-M17,2026-03-14 22:33,Saturday,22,3,1,,35-44,4,Yağmurlu,8,995.0,0,0,7,"1 Adana Kebap, 1 Kıymalı Kaşarlı Pide, 1 Mercimek Çorbası, 1 Ezogelin Çorbası, 1 Gavurdağı Salata, 1 Künefe, 1 Ayran"
ORD-00040,QR-M19,2026-03-15 09:09,Sunday,9,3,1,,55+,2,Güneşli,22,65.0,0,0,2,"1 Çay (Bardak), 1 Simit"
ORD-01589,QR-M13,2026-03-15 09:26,Sunday,9,3,1,,25-34,3,Güneşli,22,950.0,0,0,9,"1 Lahmacun, 1 Çoban Salata, 2 Ayran, 1 Şalgam, 1 Çay (Bardak), 1 Kiremitte Menemen, 1 Sucuklu Yumurta, 1 Simit"
ORD-00024,QR-M01,2026-03-15 09:27,Sunday,9,3,1,,25-34,4,Yağmurlu,8,860.0,0,0,6,"1 Tavuk Şiş, 1 Künefe, 1 Kiremitte Menemen, 3 Simit"
ORD-01781,QR-M13,2026-03-15 10:50,Sunday,10,3,1,,25-34,3,Soğuk/Karlı,2,445.0,0,0,5,"1 Gavurdağı Salata, 1 Künefe, 1 Çay (Bardak), 2 Simit"
ORD-00958,QR-M07,2026-03-15 10:58,Sunday,10,3,1,,35-44,4,Bulutlu,15,3020.0,0,0,19,"1 Urfa Kebap, 2 Ezme, 3 Künefe, 3 Ayran, 3 Şalgam, 3 Çay (Bardak), 2 Serpme Kahvaltı (2 kişi), 1 Kiremitte Menemen, 1 Simit"
ORD-00258,QR-M15,2026-03-15 11:02,Sunday,11,3,1,,25-34,3,Güneşli,22,670.0,0,0,4,"1 Ayran, 1 Çay (Bardak), 2 Kiremitte Menemen"
ORD-00278,QR-M19,2026-03-15 11:29,Sunday,11,3,1,,25-34,4,Güneşli,22,1790.0,0,0,9,"1 Tavuk Şiş, 1 Gavurdağı Salata, 1 Havuç Dilimi Baklava, 1 Ayran, 1 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 2 Sucuklu Yumurta, 1 Simit"
ORD-00528,QR-M04,2026-03-15 11:56,Sunday,11,3,1,,35-44,5,Güneşli,22,2065.0,0,0,17,"1 Urfa Kebap, 1 Ezogelin Çorbası, 1 Ezme, 1 Ayran, 4 Şalgam, 4 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 1 Kiremitte Menemen, 1 Sucuklu Yumurta, 2 Simit"
ORD-01516,QR-M11,2026-03-15 13:54,Sunday,13,3,1,,25-34,6,Yağmurlu,8,1655.0,0,0,16,"1 İskender Kebap, 2 Tavuk Şiş, 2 Lahmacun, 1 Hamburger Menü, 1 Çiğ Köfte Dürüm, 1 Gavurdağı Salata, 1 Ayran, 1 Kola, 2 Şıra, 4 Çay (Bardak)"
ORD-00863,QR-M19,2026-03-15 14:13,Sunday,14,3,1,,25-34,2,Serin,10,400.0,0,0,4,"1 İçli Köfte, 1 Havuç Dilimi Baklava, 1 Çay (Bardak), 1 Türk Kahvesi"
ORD-00388,QR-M19,2026-03-15 14:15,Sunday,14,3,1,,25-34,4,Yağmurlu,8,660.0,0,0,7,"1 Kıymalı Pide, 1 Yayla Çorbası, 1 Profiterol, 1 Katmer, 1 Ayran, 1 Çay (Bardak), 1 Türk Kahvesi"
ORD-01785,QR-M08,2026-03-15 15:23,Sunday,15,3,1,,18-24,2,Bulutlu,15,310.0,0,0,3,"1 Havuç Dilimi Baklava, 2 Türk Kahvesi"
ORD-00143,QR-M15,2026-03-15 16:24,Sunday,16,3,1,,18-24,4,Yağmurlu,8,530.0,0,0,7,"1 Lahmacun, 1 Patates Kızartması, 1 Tiramisu, 1 Kola, 1 Çay (Bardak), 2 Türk Kahvesi"
ORD-00384,QR-M17,2026-03-15 16:45,Sunday,16,3,1,,55+,5,Bulutlu,15,815.0,0,0,8,"1 Yayla Çorbası, 1 Mevsim Salata, 2 Havuç Dilimi Baklava, 1 Tiramisu, 2 Çay (Bardak), 1 Türk Kahvesi"
ORD-00073,QR-M04,2026-03-15 17:18,Sunday,17,3,1,,25-34,2,Soğuk/Karlı,2,645.0,0,0,5,"1 Tavuk Şiş, 1 Mercimek Çorbası, 1 İçli Köfte, 1 Havuç Dilimi Baklava, 1 Çay (Bardak)"
ORD-00675,QR-M02,2026-03-15 17:47,Sunday,17,3,1,,25-34,2,Güneşli,22,245.0,0,0,2,"1 Kıymalı Pide, 1 Sigara Böreği"
ORD-01422,QR-M04,2026-03-15 18:22,Sunday,18,3,1,,18-24,1,Güneşli,22,210.0,0,0,3,"1 Lahmacun, 1 Çoban Salata, 1 Ayran"
ORD-00320,QR-M20,2026-03-15 19:05,Sunday,19,3,1,,45-54,1,Serin,10,415.0,0,0,2,"1 Beyti Kebabı, 1 Sigara Böreği"
ORD-01057,QR-M02,2026-03-15 19:39,Sunday,19,3,1,,25-34,4,Bulutlu,15,1495.0,0,0,12,"1 Urfa Kebap, 1 İskender Kebap, 2 Lahmacun, 3 Çoban Salata, 1 Sigara Böreği, 1 Künefe, 1 Ayran, 1 Şıra, 1 Çay (Bardak)"
ORD-01033,QR-M20,2026-03-15 19:47,Sunday,19,3,1,,35-44,5,Yağmurlu,8,2340.0,0,0,16,"1 Adana Kebap, 1 Urfa Kebap, 2 Karışık Izgara, 2 Kıymalı Kaşarlı Pide, 1 Gavurdağı Salata, 1 Ezme, 1 Havuç Dilimi Baklava, 4 Ayran, 3 Şalgam"
ORD-00534,QR-M07,2026-03-15 22:23,Sunday,22,3,1,,35-44,6,Güneşli,22,2165.0,0,0,19,"1 Urfa Kebap, 1 İskender Kebap, 1 Karışık Izgara, 2 Lahmacun, 1 Kaşarlı Pide, 4 Çoban Salata, 1 Ezme, 2 Şalgam, 5 Şıra, 1 Çay (Bardak)"
ORD-00311,QR-M20,2026-03-16 09:06,Monday,9,3,0,,25-34,5,Güneşli,22,3120.0,0,0,9,"1 Kıymalı Pide, 1 Künefe, 1 Ayran, 1 Çay (Bardak), 4 Serpme Kahvaltı (2 kişi), 1 Kiremitte Menemen"
ORD-00296,QR-M11,2026-03-16 12:03,Monday,12,3,0,,25-34,3,Güneşli,22,845.0,0,0,7,"1 Tavuk Şiş, 1 Hamburger Menü, 1 Çiğ Köfte Dürüm, 2 Patates Kızartması, 1 Ayran, 1 Kola"
ORD-01110,QR-M06,2026-03-16 13:12,Monday,13,3,0,,18-24,4,Yağmurlu,8,560.0,0,0,7,"3 Lahmacun, 1 Kıymalı Pide, 1 Ezogelin Çorbası, 1 Çoban Salata, 1 Ayran"
ORD-01581,QR-M15,2026-03-16 13:43,Monday,13,3,0,,18-24,2,Yağmurlu,8,335.0,0,0,5,"2 Lahmacun, 1 Çoban Salata, 1 Ayran, 1 Kola"
ORD-00394,QR-M18,2026-03-16 13:51,Monday,13,3,0,,35-44,1,Bulutlu,15,200.0,0,0,3,"1 Lahmacun, 1 Haydari, 1 Ayran"
ORD-00215,QR-M12,2026-03-16 14:21,Monday,14,3,0,,18-24,2,Serin,10,405.0,0,0,3,"1 Künefe, 1 Katmer, 1 Çay (Bardak)"
ORD-00329,QR-M09,2026-03-16 14:50,Monday,14,3,0,,18-24,5,Güneşli,22,900.0,1,0,9,"1 Lahmacun, 2 Çoban Salata, 1 Künefe, 1 Fırın Sütlaç, 1 Profiterol, 1 Çay (Bardak), 2 Türk Kahvesi"
ORD-01736,QR-M06,2026-03-16 15:44,Monday,15,3,0,,18-24,5,Serin,10,795.0,0,0,10,"1 Lahmacun, 1 Fırın Sütlaç, 1 Profiterol, 1 Katmer, 4 Ayran, 2 Türk Kahvesi"
ORD-00415,QR-M08,2026-03-16 17:13,Monday,17,3,0,,45-54,2,Bulutlu,15,350.0,0,0,4,"1 Kıymalı Pide, 1 Sigara Böreği, 1 Ayran, 1 Şıra"
ORD-00619,QR-M14,2026-03-16 17:26,Monday,17,3,0,,18-24,2,Güneşli,22,50.0,0,0,2,2 Çay (Bardak)
ORD-01234,QR-M03,2026-03-16 17:37,Monday,17,3,0,,35-44,2,Güneşli,22,240.0,0,0,3,"1 Lahmacun, 1 Kıymalı Pide, 1 Ayran"
ORD-00781,QR-M02,2026-03-16 19:14,Monday,19,3,0,,18-24,4,Yağmurlu,8,2375.0,0,0,14,"1 Urfa Kebap, 3 Beyti Kebabı, 1 Hamburger Menü, 2 Ezme, 2 Künefe, 1 Fırın Sütlaç, 2 Ayran, 1 Kola, 1 Türk Kahvesi"
ORD-00990,QR-M13,2026-03-16 19:21,Monday,19,3,0,,25-34,4,Bulutlu,15,965.0,0,0,7,"1 Karışık Izgara, 1 Tavuk Şiş, 2 Lahmacun, 1 Kaşarlı Pide, 1 Ayran, 1 Şalgam"
ORD-01011,QR-M15,2026-03-16 20:01,Monday,20,3,0,,18-24,4,Bulutlu,15,1450.0,0,0,15,"1 Urfa Kebap, 1 İskender Kebap, 1 Lahmacun, 2 Kıymalı Pide, 1 Patates Kızartması, 1 Ayran, 3 Şalgam, 3 Şıra, 2 Çay (Bardak)"
ORD-01052,QR-M06,2026-03-16 21:05,Monday,21,3,0,,45-54,3,Bulutlu,15,1135.0,0,0,11,"1 İskender Kebap, 1 Lahmacun, 1 Kıymalı Pide, 2 Çoban Salata, 1 Künefe, 2 Ayran, 1 Şıra, 2 Çay (Bardak)"
ORD-01486,QR-M11,2026-03-16 21:23,Monday,21,3,0,,18-24,4,Yağmurlu,8,1600.0,0,0,11,"1 Adana Kebap, 1 Karışık Izgara, 1 Kıymalı Pide, 1 Ezogelin Çorbası, 1 Yayla Çorbası, 2 Künefe, 3 Ayran, 1 Şalgam"
ORD-01291,QR-M11,2026-03-17 08:49,Tuesday,8,3,0,,18-24,3,Yağmurlu,8,705.0,0,0,4,"1 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 2 Simit"
ORD-00831,QR-M19,2026-03-17 09:10,Tuesday,9,3,0,,25-34,3,Güneşli,22,1270.0,0,0,4,"1 Ayran, 1 Çay (Bardak), 2 Serpme Kahvaltı (2 kişi)"
ORD-01155,QR-M02,2026-03-17 10:10,Tuesday,10,3,0,,45-54,1,Güneşli,22,305.0,0,0,2,"1 Çay (Bardak), 1 Sucuklu Yumurta"
ORD-00536,QR-M10,2026-03-17 10:31,Tuesday,10,3,0,,18-24,5,Bulutlu,15,2745.0,0,0,16,"2 Lahmacun, 1 Hamburger Menü, 4 Patates Kızartması, 1 Fırın Sütlaç, 2 Ayran, 1 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 1 Kiremitte Menemen, 3 Sucuklu Yumurta"
ORD-01217,QR-M06,2026-03-17 10:42,Tuesday,10,3,0,,18-24,4,Bulutlu,15,705.0,0,0,4,"1 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 2 Simit"
ORD-00231,QR-M03,2026-03-17 11:00,Tuesday,11,3,0,,45-54,4,Bulutlu,15,790.0,0,1,6,"1 Mercimek Çorbası, 1 Ezme, 2 Çay (Bardak), 2 Sucuklu Yumurta"
ORD-01050,QR-M05,2026-03-17 12:05,Tuesday,12,3,0,,55+,4,Soğuk/Karlı,2,770.0,0,0,9,"1 Lahmacun, 2 Kaşarlı Pide, 1 Çiğ Köfte Dürüm, 1 Mercimek Çorbası, 1 Ezogelin Çorbası, 1 Yayla Çorbası, 1 Ayran, 1 Çay (Bardak)"
ORD-00002,QR-M03,2026-03-17 13:01,Tuesday,13,3,0,,18-24,1,Bulutlu,15,255.0,0,0,3,"1 Kıymalı Pide, 1 Çiğ Köfte Dürüm, 1 Ayran"
ORD-01570,QR-M16,2026-03-17 13:01,Tuesday,13,3,0,,18-24,3,Yağmurlu,8,1030.0,0,0,9,"1 Tavuk Şiş, 1 Lahmacun, 1 Hamburger Menü, 2 Çoban Salata, 2 Patates Kızartması, 1 Ayran, 1 Kola"
ORD-01859,QR-M15,2026-03-17 13:52,Tuesday,13,3,0,,35-44,4,Bulutlu,15,1225.0,0,0,11,"1 Kıymalı Pide, 2 Hamburger Menü, 1 Çiğ Köfte Dürüm, 1 Ezogelin Çorbası, 1 Sigara Böreği, 1 Patates Kızartması, 1 Şalgam, 3 Kola"
ORD-01757,QR-M13,2026-03-17 15:16,Tuesday,15,3,0,,45-54,3,Güneşli,22,435.0,0,0,3,"1 Künefe, 1 Tiramisu, 1 Türk Kahvesi"
ORD-00011,QR-M08,2026-03-17 15:37,Tuesday,15,3,0,,18-24,1,Serin,10,245.0,0,0,2,"1 Künefe, 1 Çay (Bardak)"
ORD-01315,QR-M05,2026-03-17 15:58,Tuesday,15,3,0,,45-54,3,Serin,10,570.0,0,0,5,"1 Künefe, 1 Fırın Sütlaç, 1 Profiterol, 1 Çay (Bardak), 1 Türk Kahvesi"
ORD-01004,QR-M09,2026-03-17 16:39,Tuesday,16,3,0,,25-34,4,Bulutlu,15,540.0,1,0,6,"1 Künefe, 1 Profiterol, 2 Çay (Bardak), 2 Türk Kahvesi"
ORD-00849,QR-M03,2026-03-17 17:14,Tuesday,17,3,0,,55+,5,Güneşli,22,870.0,0,0,11,"2 Lahmacun, 1 Kıymalı Pide, 2 Çoban Salata, 2 Sigara Böreği, 4 Ayran"
ORD-01166,QR-M06,2026-03-17 17:16,Tuesday,17,3,0,,25-34,4,Soğuk/Karlı,2,2015.0,0,0,18,"1 Adana Kebap, 3 Kıymalı Pide, 3 Ezme, 3 Künefe, 3 Ayran, 3 Şalgam, 2 Türk Kahvesi"
ORD-00221,QR-M03,2026-03-17 17:53,Tuesday,17,3,0,,25-34,5,Bulutlu,15,1465.0,0,0,15,"1 Adana Kebap, 1 Kıymalı Pide, 1 Gavurdağı Salata, 2 Ezme, 2 İçli Köfte, 2 Sigara Böreği, 2 Ayran, 3 Şalgam, 1 Çay (Bardak)"
ORD-00166,QR-M04,2026-03-17 18:09,Tuesday,18,3,0,,45-54,6,Yağmurlu,8,695.0,0,0,10,"1 Lahmacun, 1 Ezogelin Çorbası, 1 İçli Köfte, 1 Sigara Böreği, 2 Ayran, 1 Şalgam, 1 Çay (Bardak), 2 Türk Kahvesi"
ORD-01089,QR-M02,2026-03-17 18:11,Tuesday,18,3,0,,35-44,5,Yağmurlu,8,1315.0,0,0,13,"1 Karışık Izgara, 2 Lahmacun, 1 Yayla Çorbası, 3 Sigara Böreği, 1 Havuç Dilimi Baklava, 1 Ayran, 3 Çay (Bardak), 1 Türk Kahvesi"
ORD-00862,QR-M01,2026-03-17 19:42,Tuesday,19,3,0,,18-24,2,Güneşli,22,330.0,0,0,3,"1 Tavuk Şiş, 1 Lahmacun, 1 Ayran"
ORD-01525,QR-M03,2026-03-17 19:54,Tuesday,19,3,0,,35-44,5,Güneşli,22,2660.0,0,0,14,"1 Adana Kebap, 1 Urfa Kebap, 1 Karışık Izgara, 1 Tavuk Şiş, 1 Beyti Kebabı, 2 Ezme, 4 Künefe, 2 Ayran, 1 Şalgam"
ORD-01999,QR-M18,2026-03-17 19:54,Tuesday,19,3,0,,25-34,3,Güneşli,22,1220.0,1,0,8,"1 Adana Kebap, 1 İskender Kebap, 1 Lahmacun, 2 Gavurdağı Salata, 1 Künefe, 1 Ayran, 1 Şalgam"
ORD-01472,QR-M09,2026-03-17 19:58,Tuesday,19,3,0,,35-44,2,Serin,10,735.0,0,0,4,"1 Adana Kebap, 1 Urfa Kebap, 1 Kıymalı Pide, 1 Ayran"
ORD-01861,QR-M06,2026-03-17 19:58,Tuesday,19,3,0,,35-44,4,Serin,10,1190.0,0,0,7,"1 Karışık Izgara, 1 Tavuk Şiş, 1 Beyti Kebabı, 1 Kıymalı Pide, 1 Ezogelin Çorbası, 1 Ayran, 1 Çay (Bardak)"
ORD-00339,QR-M12,2026-03-17 20:11,Tuesday,20,3,0,,18-24,4,Güneşli,22,1630.0,0,0,9,"1 İskender Kebap, 1 Karışık Izgara, 2 Beyti Kebabı, 1 Fırın Sütlaç, 3 Şalgam, 1 Şıra"
ORD-00626,QR-M17,2026-03-17 20:20,Tuesday,20,3,0,,25-34,3,Yağmurlu,8,1065.0,0,0,7,"1 Karışık Izgara, 1 Beyti Kebabı, 1 Kıymalı Kaşarlı Pide, 1 Yayla Çorbası, 2 Ayran, 1 Şalgam"
ORD-01190,QR-M14,2026-03-17 20:59,Tuesday,20,3,0,,45-54,3,Güneşli,22,785.0,0,0,4,"1 Karışık Izgara, 1 Tavuk Şiş, 1 Kaşarlı Pide, 1 Ayran"
ORD-00447,QR-M04,2026-03-17 21:47,Tuesday,21,3,0,,25-34,2,Güneşli,22,855.0,0,0,5,"2 Adana Kebap, 1 Kıymalı Pide, 1 Gavurdağı Salata, 1 Ayran"
ORD-00953,QR-M06,2026-03-17 22:17,Tuesday,22,3,0,,25-34,2,Soğuk/Karlı,2,455.0,0,0,3,"1 Beyti Kebabı, 1 Lahmacun, 1 Mercimek Çorbası"
ORD-01922,QR-M20,2026-03-18 09:56,Wednesday,9,3,0,,25-34,5,Güneşli,22,1285.0,0,0,6,"1 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 1 Kiremitte Menemen, 1 Sucuklu Yumurta, 2 Simit"
ORD-00129,QR-M20,2026-03-18 10:20,Wednesday,10,3,0,,55+,2,Güneşli,22,465.0,0,0,4,"1 Fırın Sütlaç, 1 Çay (Bardak), 1 Sucuklu Yumurta, 1 Simit"
ORD-01333,QR-M06,2026-03-18 10:41,Wednesday,10,3,0,,25-34,2,Güneşli,22,605.0,0,0,3,"1 Çay (Bardak), 1 Kiremitte Menemen, 1 Sucuklu Yumurta"
ORD-01887,QR-M08,2026-03-18 12:01,Wednesday,12,3,0,,25-34,4,Güneşli,22,660.0,0,0,8,"2 Lahmacun, 3 Kıymalı Pide, 2 Ayran, 1 Şalgam"
ORD-00449,QR-M04,2026-03-18 12:32,Wednesday,12,3,0,,18-24,4,Yağmurlu,8,795.0,0,0,8,"1 Tavuk Şiş, 1 Kıymalı Pide, 1 Kaşarlı Pide, 1 Çiğ Köfte Dürüm, 1 Ezogelin Çorbası, 3 Ayran"
ORD-01632,QR-M15,2026-03-18 13:04,Wednesday,13,3,0,,18-24,5,Bulutlu,15,1310.0,0,0,13,"3 Lahmacun, 1 Kıymalı Pide, 2 Hamburger Menü, 1 Çiğ Köfte Dürüm, 2 Patates Kızartması, 1 Ayran, 3 Kola"
ORD-00183,QR-M05,2026-03-18 13:20,Wednesday,13,3,0,,35-44,6,Serin,10,1480.0,0,0,13,"3 Tavuk Şiş, 1 Lahmacun, 1 Kıymalı Pide, 1 Kaşarlı Pide, 2 İçli Köfte, 5 Ayran"
ORD-00701,QR-M10,2026-03-18 13:40,Wednesday,13,3,0,,18-24,2,Güneşli,22,580.0,0,0,5,"1 İskender Kebap, 1 Kıymalı Pide, 1 Ayran, 1 Şıra, 1 Çay (Bardak)"
ORD-00812,QR-M04,2026-03-18 14:29,Wednesday,14,3,0,,25-34,2,Serin,10,405.0,0,0,3,"1 Künefe, 1 Katmer, 1 Çay (Bardak)"
ORD-00735,QR-M03,2026-03-18 14:31,Wednesday,14,3,0,,25-34,1,Güneşli,22,245.0,0,0,2,"1 Künefe, 1 Çay (Bardak)"
ORD-01604,QR-M19,2026-03-18 14:48,Wednesday,14,3,0,,45-54,2,Bulutlu,15,245.0,0,0,2,"1 Künefe, 1 Çay (Bardak)"
ORD-00620,QR-M01,2026-03-18 15:26,Wednesday,15,3,0,,25-34,4,Güneşli,22,955.0,0,0,9,"1 Lahmacun, 2 Gavurdağı Salata, 2 Çoban Salata, 1 Havuç Dilimi Baklava, 1 Künefe, 2 Çay (Bardak)"
ORD-00397,QR-M17,2026-03-18 15:31,Wednesday,15,3,0,,35-44,2,Bulutlu,15,255.0,0,0,3,"1 Havuç Dilimi Baklava, 1 Şalgam, 1 Çay (Bardak)"
ORD-00869,QR-M03,2026-03-18 16:28,Wednesday,16,3,0,,25-34,1,Yağmurlu,8,205.0,0,0,2,"1 Profiterol, 1 Türk Kahvesi"
ORD-01670,QR-M13,2026-03-18 17:25,Wednesday,17,3,0,,18-24,4,Güneşli,22,1330.0,0,0,12,"1 Lahmacun, 2 Kıymalı Pide, 1 Hamburger Menü, 3 Çoban Salata, 1 İçli Köfte, 1 Sigara Böreği, 1 Patates Kızartması, 2 Kola"
ORD-00894,QR-M16,2026-03-18 18:03,Wednesday,18,3,0,,55+,6,Güneşli,22,1050.0,0,0,12,"3 Lahmacun, 5 Çoban Salata, 1 İçli Köfte, 1 Sigara Böreği, 1 Ayran, 1 Türk Kahvesi"
ORD-00821,QR-M14,2026-03-18 18:39,Wednesday,18,3,0,,35-44,3,Serin,10,500.0,0,0,5,"2 Sigara Böreği, 1 Havuç Dilimi Baklava, 1 Çay (Bardak), 1 Türk Kahvesi"
ORD-01511,QR-M01,2026-03-18 19:03,Wednesday,19,3,0,,45-54,3,Güneşli,22,1085.0,0,0,8,"1 Urfa Kebap, 1 Karışık Izgara, 1 Lahmacun, 2 Çoban Salata, 1 Ezme, 1 Ayran, 1 Çay (Bardak)"
ORD-01008,QR-M17,2026-03-18 19:04,Wednesday,19,3,0,,25-34,4,Serin,10,1795.0,0,0,11,"2 Adana Kebap, 1 Tavuk Şiş, 1 Kıymalı Pide, 2 Kaşarlı Pide, 3 Gavurdağı Salata, 1 Künefe, 1 Çay (Bardak)"
ORD-01728,QR-M11,2026-03-18 19:04,Wednesday,19,3,0,,45-54,5,Serin,10,2605.0,0,0,18,"3 Urfa Kebap, 1 Beyti Kebabı, 1 Lahmacun, 1 Kaşarlı Pide, 3 Çoban Salata, 1 Ezme, 3 Künefe, 3 Ayran, 1 Şalgam, 1 Çay (Bardak)"
ORD-01711,QR-M14,2026-03-18 20:19,Wednesday,20,3,0,,18-24,2,Bulutlu,15,665.0,0,0,3,"2 Beyti Kebabı, 1 Lahmacun"
ORD-00901,QR-M15,2026-03-18 20:22,Wednesday,20,3,0,,55+,6,Yağmurlu,8,2225.0,0,0,21,"2 Karışık Izgara, 5 Lahmacun, 1 Kıymalı Pide, 1 Kıymalı Kaşarlı Pide, 2 Mercimek Çorbası, 2 Ezogelin Çorbası, 2 Yayla Çorbası, 1 Domates Çorbası, 4 Şalgam, 1 Çay (Bardak)"
ORD-01776,QR-M11,2026-03-18 22:44,Wednesday,22,3,0,,25-34,2,Yağmurlu,8,895.0,0,0,6,"1 Urfa Kebap, 1 İskender Kebap, 1 Gavurdağı Salata, 1 Ezme, 1 Şıra, 1 Çay (Bardak)"
